,Clean_tweet,label
23011,i hate how i used to be hungry to travel the world.. but now id rather stay home to avoid getting raped.,0
18345,bihday to sweet frend.....wish u many-many happy returnssss of the day.....ddegddegddeg,0
18646,"govt., have nothing to do with row: vineet joshi",0
11557,"oh hi there d the names bob, pawleased to meet you aoi,d",0
10827,some people don't want to know until they are using people to gain an advantage.,0
18189,everything will be fine soon.,0
6904,i'm looking forward to the apple's today. might be time for a new macbook pro,0
27619,messages from my two friends...their sons are superb funny dddd,0
11064,shame on@user never says that cell phones mighty play a role in crashes. download their app and stay connected 24/7 put it down,0
3715,a employment growth likely continued through may a rbc cm,0
2698,i didnt choose attraction to my husband anymore them my friend did for her wife. you do choose to shoot guns/act in hate,0
13437,new hoover &amp; i can't wait to use it d normal right ? when ur in ur 30s d d d d d,0
6515,yes! i don't know if you guys did something but it worked now! thanks!!,0
25090,i am given this scripture quite often.,0
23009,have arrived at sky high!,0
28695,ya think it's bcause the women there r muslim? don't c any uncovered heads. london is in big trouble 4 sure!,0
23860,ice cream!,0
28312,"feeling a bit like snow white as chipmunks, birds, squirrels and bunnies gather on my front lawn :)",0
10126,sunday funday.....happy father's day! a|,0
2040,not in the mood to do anything.. depression strikes again..,0
9451,my money is on staying with but who knows??,0
9776,today i'm grateful for life. so much pointless death happening every minute from soulless individuals who don't deserve to see tomorrow,0
24523,fathers day make sure you take the time to call your fathers and sons /uncles grandfathers etc,0
2694,"can't believe i was up through the 3hrs of unfolding. 1st, w a tweet seen, then w slowly on tv. tweet, posting ...",0
2526,bihday to you! may your bihday be as awesome as you are!,0
2667,i'm maia!,0
6091,being happy makes me happy.,0
3978,"pace kids eating at ameritrade park, ready for opening ceremonies ! the streets",0
14772,it's nearly time!,0
12114,news..v pray for them.,0
17032,talking through the -,0
13404,"check clientdda"" ...",0
1730,i gotta say this is the best card i ever gotten in my life!,0
27853,my silence doesnat mean that i quita| it simply means th is doesn't mean forever cause there sad story when the happy is endingii,0
13113,oh my god! xd,0
30834,"day 2: shawn has a little sis! aaliyah! ( seriously, i wish i was his sis... ;( )",0
6708,lovely afternoon on our own private boat!,0
21619,expected live tweets during from but as long as he's okay i'm good.,0
10067,ait takes more than just a good looking body. youave got to have the hea and soul to go with itaa epictetus,0
22309,wow i'm on the other side of the world by myself,0
23176,"spotted my poster at opernhaus d thank you dd>>a"" 1/4 ri",0
20704,"you bangkok, thailand",0
12103,you ? want more? allow me to help you get where you want to go,0
7198,"bow wow - summer is back and my brother is graduating from today dd 1/2 ai,",0
28656,a domestic corporate goods price index (mom) above forecasts (0.1%) in may: actual (0.2%),0
5806,always be,0
10174,"check out this new trending ! bihday, kanye west, kanye, kanye's bihday",0
10726,"a is never finished, only abandoned. l da vinci",0
10934,attack bull chase: when you leave the lot despite the fact that you're a strong source of food fo,0
474,this is a shockingly and increasingly we live in and the has gun control laws. i feel for the mp's family &amp; friends,0
12533,just got my from i'm so and,0
12863,"""why are you so far away from me."" quotestags_app",0
26087,to think capsules can do all of this...,0
16838,recent bathroom renovation in po melbourne using our stunning verona cenere 600x600 dd a|,0
2338,cool treat on a hot hot day dSS tuesday,0
363,are you a fan? this should make you,0
30112,off to see you tonight for,0
2034,ok i need to think positive i need to sta thinking about good things,0
24,to my,0
24089,best for is ! !,0
26272,if this storm causes my to go out n i miss the 2nd pa of the i swear i will have to watch the replay tomorrow,0
9309,rooster simulation: i want to climb the vast expanse of mountains. it reached the leakage cock,0
10336,"the woman is a walking lie machine, says whatever it takes to get more pr for herself",0
18569,and miss mckechnie is in the building!!!!!!,0
20420,we still have somea|,0
18512,sunday in d'd' d rixos premium bodrum,0
29815,motorcycle club event,0
2264,hell yeah !!,0
12983,"tomorrow i go montrA(c)al i'm sooooo excited!! dai,da$?i, !",0
11248,donald trump (or someone in his camp) is clearly creating dummy twitter accounts to sing his praises since he doesn't have suppoers,0
5634,friday breakfast...#parenthesebordeaux,0
25059,tweeters! have a fabulous d,0
19776,mindsmatter 30 day mbg,0
4491,dany.orneles,0
30846,evenflo maestro harnessed booster car seat - provo,0
19747,,0
11099,the greatest gift i ever had came from god i call him dad! a|,0
2116,does really work? !!,0
9651,stop off for lunch at the hideaway cafe lupton before heading up to,0
1104,great weekend dd,0
30896,a bounces-off 106.50 as nikkei recovers losses,0
22054,"my garden d dd>>dd>>dd>>a$?i,a$?i, //",0
18860,everyone's siblings graduating and going to longwood with them men awhile my brother refused ):,0
12691,help kids by giving them tools to manage,0
29497,fuck shit is this!!!!,0
14076,when you're excited for a new bethesda game x3,0
27237,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
11233,what happened in orlando last night...i'm lost for words! my thoughts are w/ the families of the ones lost.,0
20666,my single chekidot at youtube,0
1101,tomorrow is my,0
22016,"the cost of being who you areddd>> a$?i,ddddd",0
20780,that sad look you get when you finish a bahama mama haha happy,0
16519,halfway tree,0
27816,update for gracie mae from her new we wish you a life baby girl!,0
2156,what have we raised? we're at the gala for looking forward to finding out! ha|,0
24247,we're less than 3 weeks away from our july open spin!,0
6742,angry grandpa is ungrateful!! via,0
29567,been slow to make a show this lot! to see them at last in flaming june. will enjoy this weekend.,0
20972,love my dress ddegd 1/4 d back again nxt week :) x,0
2,bihday your majesty,0
16464,literally going to spend 3 days next week being lost and confused.,0
14268,shameful and new kind of low. you can make your case without exploiting grieve,0
29791,literally had to delete and reinstall all my apps d$? but everything is all updated!,0
664,"i'm in the competition!!! ddudd$?dd 3/4 ad 3/4 i,",0
31722,"bullshit an essay still get an ""a""",0
5892,be with who you are xx,0
31138,to all the kind heas in this world could someone please give me their email/password on so i get to watch &amp;,0
16167,bihday to you.the forest is dark and deep but i have promises to keep miles to go b4 i sleep.be like nehruji.rgds,0
22041,"potato ok thank d bye, its starch like potatoes, 1987 gb phq sg 13671370 victorian thank science empire cooking,",0
30626,selamat malam d1,0
22199,i love u take with u all the time in urd+-!!! dddd d|d|d|,0
2228,"i was doing so well with christina gimmie' passing and i watch video, and i lost it. i can't believe it is true. i'm so",0
8429,my youth is yours &gt;,0
11780,"stas now! list: nothing, and nothing at all :)",0
13382,they said the other 53 critically injured are bad so they need people to donate blood locally.,0
21418,to the children of the sun,0
27655,"my magical haircut dd,dd,a""a""a""#pink",0
17024,youth day. may you forever keep your youth and your epic personality. d$?dY=dY=dY=dY=ddddd$?,0
9226,watching bones &amp; brennan is referencing vesalius &amp;how he proved galen wrong!,0
18922,"while no pay in any relationship is fully innocent, remember your words create feelings.",0
11044,"this is happening with a lot of people. i think it's something by yt, not censorship.",0
29527,to be pa of another season of ... -,0
10929,going back to school for media a and animation!!!,0
13135,thursday much !,0
18744,city dreams manila........ is the sun..... .....,0
28029,"dads are gifted, they lead the money game. so, that's why they always win.",0
2831,every child deserves a champion... rita pierson,0
24434,major withdrawals from home right now... &amp;,0
3955,looking forward to the weekend going to flamingo land with my little family,0
21180,"under publication my very own book ""journey''",0
20861,good morning nt and wednesday to you!,0
28781,"sir, god bless you manymore returns of the day. vr abt ur towards giving value2 commonman sugestions",0
20772,gorilla simulator: you need to do to adapt to the environment. the need to tear the c,0
2523,borrowdale brooke harare zimbabwe,0
30818,not a single sign anywhere in the park indicate or warns about in the man made . &amp;,0
20986,anyone recognize the late night bandit who took forks from a bike for his &amp; some of our bike station tools?,0
3139,thats right !! a|,0
19917,today our g band students are lucky enough to meet as pa of their travel and tourism module in key curriculum,0
25128,already to hit the trails tomorrow with nbjc!,0
